B000230LJK,"[0.6249, 0.6249]","[5, 5]","[[sub, price, purchase, product], [product]]","[[sub price purchase product, 0.6249, 5], [product, 0.6249, 5]]"
B00SMPYYE8,"[0.8211, 0.7845]","[5, 1]","[[excellent, case, card, fit, snug, inside, dont, fall, update, case, fall, apart, month, use, please, check, picture, attach], [satisfy, love, case]]","[[excellent case card fit snug inside dont fall update case fall apart month use please check picture attach, 0.8211, 5], [satisfy love case, 0.7845, 1]]"
B00SNS4LME,[-0.34],[1],"[[product, worse, case, life]]","[[product worse case life, -0.34, 1]]"
B00SNVC40C,"[0.7099, 0.0]","[3, 5]","[[case, everything], [give, star, option, decent, case, seem, protect, phone, charge, cord, stay, connect, use, charge, phone, phone, brand, cant, blame, phone, outlet, think, design, idea, charge, cord, case, phone, time, hasnt, work, price]]","[[case everything, 0.7099, 3], [give star option decent case seem protect phone charge cord stay connect use charge phone phone brand cant blame phone outlet think design idea charge cord case phone time hasnt work price, 0.0, 5]]"
B00SWIL1SW,[0.4754],[5],[[nice]],"[[nice, 0.4754, 5]]"
B00SXGH2W2,[0.7351],[5],"[[perfect, fit, add, protection, sapphire, screen]]","[[perfect fit add protection sapphire screen, 0.7351, 5]]"
B00SZ9Y3BK,[0.765],[5],"[[gift, grandson, love]]","[[gift grandson love, 0.765, 5]]"
B00T2RAXYU,"[0.5994, 0.5994]","[5, 5]","[[love], [love]]","[[love, 0.5994, 5], [love, 0.5994, 5]]"
B00T5KCV3K,[0.7351],[5],"[[add, make, multiuse, car, tool, customer, service]]","[[add make multiuse car tool customer service, 0.7351, 5]]"
B00T5KS634,[0.7579],[5],"[[wefix, website, tutorial, take, time, fix, piece, couldnt, figure, saw, video, website, everything, go, phone, look, work]]","[[wefix website tutorial take time fix piece couldnt figure saw video website everything go phone look work, 0.7579, 5]]"
B00T7S7JFK,[0.9932],[5],"[[couple, year, use, whistler, xtr, overheat, stop, work, month, lust, valentine, decade, justify, spending, radar, detectorbr, br, preparation, week, road, trip, san, diego, redding, decide, research, find, value, radar, detector, purpose, scar, get, speeding, ticket, trip, year, speed, patrol, aircraft, isnt, empty, threat, fyibr, br, settle, uniden, reason, pop, detection, lead, display, voice, alert, age, detector, tech, pricebr, br, im, happy, report, detector, perform, road, trip, drive, include, type, geography, someone, expect, dense, city, area, mountain, road, anything, imagine, here, experience, mile, road, tripbr, br, pop, detection, br, review, indicate, experience, lot, false, alert, none, cant, say, else, seems, done, homeworkbr, br, display, br, detector, deserve, mark, display, say, remember, couple, time, read, display, bright, sunlight, voice, alert, mebr, br, voice, alert, br, voice, alert, upgrade, detector, volume, bright, flash, light, scream, loud, voice, alert, alert, sound, breath, air, alert, wake, sleep, year, yet, hear, didnt, expect, care, feature, dobr, br, detection, br, unit, alert, time, time, alert, police, sight, drive, dense, city, area, switch, city, mode, spurt, work, alert, br, br, uniden, create, gem, radar, detector, lrd, doubt, radar, detector, match, value, unit, recommend, friend, random, stranger, youobr, br, detection, br, unit, alert, time, time, alert, police, sight, drive, dense, city, area, switch, city, mode, spurt, work, alert, br, br, uniden, create, gem, radar, detector, lrd, doubt, radar, detector, match, value, unit, recommend, friend, random, stranger]]","[[couple year use whistler xtr overheat stop work month lust valentine decade justify spending radar detectorbr br preparation week road trip san diego redding decide research find value radar detector purpose scar get speeding ticket trip year speed patrol aircraft isnt empty threat fyibr br settle uniden reason pop detection lead display voice alert age detector tech pricebr br im happy report detector perform road trip drive include type geography someone expect dense city area mountain road anything imagine here experience mile road tripbr br pop detection br review indicate experience lot false alert none cant say else seems done homeworkbr br display br detector deserve mark display say remember couple time read display bright sunlight voice alert mebr br voice alert br voice alert upgrade detector volume bright flash light scream loud voice alert alert sound breath air alert wake sleep year yet hear didnt expect care feature dobr br detection br unit alert time time alert police sight drive dense city area switch city mode spurt work alert br br uniden create gem radar detector lrd doubt radar detector match value unit recommend friend random stranger youobr br detection br unit alert time time alert police sight drive dense city area switch city mode spurt work alert br br uniden create gem radar detector lrd doubt radar detector match value unit recommend friend random stranger, 0.9932, 5]]"
B00T7XJPXO,[0.0],[1],[[iphone]],"[[iphone, 0.0, 1]]"
B00T9JQVXS,[0.3818],[3],"[[idea, product, folio, case, stay, place, hole, charge, charging, cable, purchase, item]]","[[idea product folio case stay place hole charge charging cable purchase item, 0.3818, 3]]"
B00T9PPFZW,[-0.128],[5],"[[amaze, start, diesel, lawnmower, dead, battery, charge]]","[[amaze start diesel lawnmower dead battery charge, -0.128, 5]]"
B00TE7IJQM,"[-0.2235, 0.6249]","[1, 5]","[[deal], [outgo, call, incoming, call]]","[[deal, -0.2235, 1], [outgo call incoming call, 0.6249, 5]]"
B00TGIYJBS,[0.4588],[5],[[stylish]],"[[stylish, 0.4588, 5]]"
B00TL4DLWA,"[0.6249, 0.8689]","[5, 4]","[[case, work, give, something, hold, talking, touch, screen, finger, nice, feel, price], [case, claim, warranty, issue, arrive, day, ]]","[[case work give something hold talking touch screen finger nice feel price, 0.6249, 5], [case claim warranty issue arrive day , 0.8689, 4]]"
B00TMW123Q,[0.8779],[4],"[[daughter, love, case, provide, protection, ipod, gen]]","[[daughter love case provide protection ipod gen, 0.8779, 4]]"
B00TVEXWLA,"[-0.1419, 0.6369, -0.3191]","[3, 5, 3]","[[miss, phone, call, holsterbr, case, use, keep, phone], [case, everything, iwanted], [didnt, daughter, try]]","[[miss phone call holsterbr case use keep phone, -0.1419, 3], [case everything iwanted, 0.6369, 5], [didnt daughter try, -0.3191, 3]]"
B00TY1GTMY,[0.945],[5],"[[screen, protector, find, put, great, job, protect, phone, screen, happy, screen, protector]]","[[screen protector find put great job protect phone screen happy screen protector, 0.945, 5]]"
B00U6XEDLI,"[0.5768, -0.4161]","[5, 2]","[[come, day, open, scratch], [get, ton, comment, case, super, relax, watch, work, smart, people, get, buying]]","[[come day open scratch, 0.5768, 5], [get ton comment case super relax watch work smart people get buying, -0.4161, 2]]"
B00U9PDV9I,"[0.2382, -0.4215, 0.665, 0.972, 0.5719]","[1, 1, 5, 3, 5]","[[garbage, case, phone, fell, twicebr, return, broke, phone], [apologize, im, go, product, star, look, sturdy, case, protect, phone, drop, lot, belt, clip, keep, pocket, case, edge, give, grip, hand, time, drop, phone, protect, time, hole, case, work, plug, doesnt, block, ir, blaster, top, belt, clip, hand, person, design, need, remove, position, lock, mail, room, guy, mumble, clip, broke, look, way, get, phone, case, getting, case, forget, worth, time, hasslebr, br, order, case, recommend, stay, belt, clip], [buy, case, husband, love], [case, slim, clip, get, job, done, recommend, case, clip, combo], [case, convenient, take, phone, put]]","[[garbage case phone fell twicebr return broke phone, 0.2382, 1], [apologize im go product star look sturdy case protect phone drop lot belt clip keep pocket case edge give grip hand time drop phone protect time hole case work plug doesnt block ir blaster top belt clip hand person design need remove position lock mail room guy mumble clip broke look way get phone case getting case forget worth time hasslebr br order case recommend stay belt clip, -0.4215, 1], [buy case husband love, 0.665, 5], [case slim clip get job done recommend case clip combo, 0.972, 3], [case convenient take phone put, 0.5719, 5]]"
B00UM4IK60,[0.2263],[4],[[okay]],"[[okay, 0.2263, 4]]"
B00UNL1UVE,[0.8826],[4],"[[battery, put, son, ipod, case, keep, misplace, help, leave, restaurant, find, car, room, use, sound, emitter, app, time, distance, track, accurate, play, sound, ability, make]]","[[battery put son ipod case keep misplace help leave restaurant find car room use sound emitter app time distance track accurate play sound ability make, 0.8826, 4]]"
B00UO514HE,"[0.2732, 0.8637, 0.5095]","[5, 4, 5]","[[state, galaxy, edge, get, frustrate, car, charger, plug, phone, car, wouldnt, charge, leave, plug, half, hour, get, boost, battery, decide, order, job, phone, get, use, lot, need, spend, lot, time, car, im, day, outlet, charger, make, well, phone, charge, charger, work, home, charger, come, phone, recommend, charger, anyone, charge, phone, need, get, quick, boost, phone, lot, day], [work, get, hot], [glad, find, car, charger, samsung, note, adaptive, fast, charge, capability, home, charger]]","[[state galaxy edge get frustrate car charger plug phone car wouldnt charge leave plug half hour get boost battery decide order job phone get use lot need spend lot time car im day outlet charger make well phone charge charger work home charger come phone recommend charger anyone charge phone need get quick boost phone lot day, 0.2732, 5], [work get hot, 0.8637, 4], [glad find car charger samsung note adaptive fast charge capability home charger, 0.5095, 5]]"
B00URJ8KHO,"[0.8573, -0.4939]","[5, 1]","[[case, perfect, fit, zenfone, screen, protector, job, stylus, work], [bubble, waste, time, money]]","[[case perfect fit zenfone screen protector job stylus work, 0.8573, 5], [bubble waste time money, -0.4939, 1]]"
B00UYWNWFY,"[0.6249, 0.8748]","[4, 5]","[[fit, iphone, look, case, cute], [case, great, besides, slight, finger, print, case, dent]]","[[fit iphone look case cute, 0.6249, 4], [case great besides slight finger print case dent, 0.8748, 5]]"
B00V33VDY0,[0.8316],[5],"[[cover, fit, perfect]]","[[cover fit perfect, 0.8316, 5]]"
B00V3M4GTK,[0.4588],[1],"[[color, start, wear, week, come, disappoint, color, pink]]","[[color start wear week come disappoint color pink, 0.4588, 1]]"
B00VDPXQUC,[0.3369],[4],"[[look, concern, scratch, line, feel, kinda, annoy, touch, front, good, prevents, screen, make, contact, ground, case, drop]]","[[look concern scratch line feel kinda annoy touch front good prevents screen make contact ground case drop, 0.3369, 4]]"
B00VHSYBRC,"[0.4404, 0.9274, 0.807, 0.8807, 0.5574, 0.9186]","[5, 5, 5, 1, 5, 3]","[[product, protects, ipad, fit, disappoint, come, direction, purchase, iphone, figure], [clean, screen, wet, cloth, dry, cloth, microfiber, done, time, make, sure, screen, perfect, apply, instruct, others, leave, bubble, get, edge, start, bubble, look, bubble, defect, glass], [install, great, quality], [product, protects, get, broke, ship, fast], [love, love]]","[[product protects ipad fit disappoint come direction purchase iphone figure, 0.4404, 5], [clean screen wet cloth dry cloth microfiber done time make sure screen perfect apply instruct others leave bubble get edge start bubble look bubble defect glass, 0.9274, 5], [install great quality, 0.807, 5], [product protects get broke ship fast, 0.8807, 1], [love love, 0.5574, 5], [, 0.9186, 3]]"
B00VR4AB7A,[-0.296],[5],"[[everything, suppose, issue]]","[[everything suppose issue, -0.296, 5]]"
B00VRCDZG6,"[0.9337, 0.8957]","[5, 5]","[[love, way, phone, take], [awesome, surprise, case, phone, wallet, love]]","[[love way phone take, 0.9337, 5], [awesome surprise case phone wallet love, 0.8957, 5]]"
B00VUHL0EC,[0.5267],[5],"[[phone, case, worth, buy, thank]]","[[phone case worth buy thank, 0.5267, 5]]"
B00VV7R5FO,[-0.2263],[4],"[[strap, break, hold]]","[[strap break hold, -0.2263, 4]]"
B00VXQJMD6,[-0.6249],[1],"[[worst, case, history, case, brake, put, spot, beside, volume, power, crack, put, zero]]","[[worst case history case brake put spot beside volume power crack put zero, -0.6249, 1]]"
B00WJ8XJYU,"[0.296, 0.2821]","[4, 3]","[[dont, stay, ear], [ok]]","[[dont stay ear, 0.296, 4], [ok, 0.2821, 3]]"
B00WRFBLP4,"[0.8442, -0.612]","[3, 2]","[[awfulcheesygave, yr, daughterr, us, happy], [design, color, profile, spoton, case, dont, expect, miracle, come, phone, protection, regard, drop, protection, everyday, us, scratch, etc, buy, caveat, mind, end, buy, case, wife, phone, tends, drop]]","[[awfulcheesygave yr daughterr us happy, 0.8442, 3], [design color profile spoton case dont expect miracle come phone protection regard drop protection everyday us scratch etc buy caveat mind end buy case wife phone tends drop, -0.612, 2]]"
B00WRIPIUK,"[0.5719, 0.6249]","[5, 5]","[[product, price], [fit, perfect]]","[[product price, 0.5719, 5], [fit perfect, 0.6249, 5]]"
B00WSJ693S,[0.9541],[5],"[[case, fit, lg, raise, phone, screen, protect, loove, minty, blue, border, antique, rosespolka, dot, case, feminine, piece, snap, amaze]]","[[case fit lg raise phone screen protect loove minty blue border antique rosespolka dot case feminine piece snap amaze, 0.9541, 5]]"
B00X65NNIC,[0.6249],[5],[[quality]],"[[quality, 0.6249, 5]]"
B00X6GUYTM,"[-0.7227, 0.6187, 0.0, 0.8074, 0.7783, 0.6369, 0.7251]","[5, 5, 5, 5, 5, 5, 5]","[[use, love], [item, describe, arrive, time], [perfect, fit, lg, sun, set, install, need, squeeze], [screen, protector, get, job, done], [use, bought, grandchild, cellphone, screen, protect, finger, come, thanks], [scratch, screen, damage, screen, self, easy, placement, bubble], [nice, clear, install]]","[[use love, -0.7227, 5], [item describe arrive time, 0.6187, 5], [perfect fit lg sun set install need squeeze, 0.0, 5], [screen protector get job done, 0.8074, 5], [use bought grandchild cellphone screen protect finger come thanks, 0.7783, 5], [scratch screen damage screen self easy placement bubble, 0.6369, 5], [nice clear install, 0.7251, 5]]"
B00XBD7ULA,[-0.4981],[1],"[[product, bad, consider, phone]]","[[product bad consider phone, -0.4981, 1]]"
B00XH4E0VG,[-0.4118],[1],"[[charger, work, amp, power, adapter, suction, cup, design, useless, carbr, phone, slide, movement, cant, drive, phone, place, galaxy, sbr, make, aluminum, tab, glue, bottom, edge, hold, phone, place, bump, cause, fall]]","[[charger work amp power adapter suction cup design useless carbr phone slide movement cant drive phone place galaxy sbr make aluminum tab glue bottom edge hold phone place bump cause fall, -0.4118, 1]]"
B00XKJJYQ4,[0.0],[5],[[aa]],"[[aa, 0.0, 5]]"
B00XM8PP8O,"[0.7645, 0.5719]","[5, 5]","[[love, armband, strap, stay, tight, gouge, arm, phone, screen, stay, expose, call, change, exercising, case, use, phone, case], [excellent, armband, year]]","[[love armband strap stay tight gouge arm phone screen stay expose call change exercising case use phone case, 0.7645, 5], [excellent armband year, 0.5719, 5]]"
B00XUUQYCK,[0.8357],[5],"[[work, fine, love, order, quick, arrive]]","[[work fine love order quick arrive, 0.8357, 5]]"
B00XWDPDA4,[0.9035],[4],"[[earbuds, come, advertise, sound, clear, volume, level, please, play, music, loud, use, microphone, seem, problem, associate, material, seem, quality, ear, pod, ship, iphone, price, nonethelessbr, br, anything, come, longer, use, product, hope, return, add, supplement, review, seller, exceed, expectation, delivery, ear, pod, work]]","[[earbuds come advertise sound clear volume level please play music loud use microphone seem problem associate material seem quality ear pod ship iphone price nonethelessbr br anything come longer use product hope return add supplement review seller exceed expectation delivery ear pod work, 0.9035, 4]]"
B00XXNAB3M,"[-0.865, -0.7351, 0.6474, 0.7125]","[1, 1, 4, 3]","[[purchase, aluminum, series, black, like, case, arrive, fit, phone, love, week, case, phone, bottom, piece, break, hadnt, drop, phone, fact, find, break, piece, pocket, week, corner, corner, break, case, cling, phone, thanks, lip, top, side, piece, drop, phone, go, protect, corner, damagebr, br, use, case, look, feel, get, drop, bang, corner, phone], [broke, week, case, phone, lose, value, week, own, case], [leave, product, review, worst, product, buy, amazon, case, break, corner, multiple, iphones, multiple, case, producer, issue, flexion, product], [quality]]","[[purchase aluminum series black like case arrive fit phone love week case phone bottom piece break hadnt drop phone fact find break piece pocket week corner corner break case cling phone thanks lip top side piece drop phone go protect corner damagebr br use case look feel get drop bang corner phone, -0.865, 1], [broke week case phone lose value week own case, -0.7351, 1], [leave product review worst product buy amazon case break corner multiple iphones multiple case producer issue flexion product, 0.6474, 4], [quality, 0.7125, 3]]"
B00YAXSALY,[0.7159],[5],"[[ship, fit, come, chain, flashlight]]","[[ship fit come chain flashlight, 0.7159, 5]]"
B00YB87VQI,[0.3612],[5],"[[ititz, sleek, lg, g]]","[[ititz sleek lg g, 0.3612, 5]]"
B00YHQ44XM,[0.0772],[5],"[[order, chance, work, versus, dealer, download, instruction, web, took, blank, wal, mart, cut, smallest, wal, mart, ok, get, home, follow, programming, instruction, work, time, order, result, factory, key, dont, unlock, door, work, chip, program, key, battery, tap, break, inside]]","[[order chance work versus dealer download instruction web took blank wal mart cut smallest wal mart ok get home follow programming instruction work time order result factory key dont unlock door work chip program key battery tap break inside, 0.0772, 5]]"
B00YO3SXK8,[-0.3291],[1],"[[cord, stop, work, take, hour, charge, phone, tablet]]","[[cord stop work take hour charge phone tablet, -0.3291, 1]]"
B00YOLUBGO,"[-0.4767, 0.7816]","[2, 5]","[[purchase, think, need, band, size, quality, band, seem, ok, box, quality, pin, hold, band, link, tool, use, punch, pin, adjust, size, junk, tool, send, plastic, broke, tie, use, pin, split, take, link, get, portion, way, use, pair, plier, tool, end, scratch, band], [watch, band, nicer, look, well, expect, attempt, cancel, order, worry, stainless, steel, look, aluminum, apple, watch, sport, cancel, glad, wasnt, cancel, order, love, band, watch, cover, spigen, brand, protector, match, aluminum, issue, think, match, fine, case, cover, think, band, nice, something, youd, pay, lot, applebr, br, side, note, link, size, band, give, kit, sure, kit, incomplete, purchase, asinbqajsm, se, jt, watch, band, link, remover, piece, get, pin, cheap, fix, annoy, subtract, star]]","[[purchase think need band size quality band seem ok box quality pin hold band link tool use punch pin adjust size junk tool send plastic broke tie use pin split take link get portion way use pair plier tool end scratch band, -0.4767, 2], [watch band nicer look well expect attempt cancel order worry stainless steel look aluminum apple watch sport cancel glad wasnt cancel order love band watch cover spigen brand protector match aluminum issue think match fine case cover think band nice something youd pay lot applebr br side note link size band give kit sure kit incomplete purchase asinbqajsm se jt watch band link remover piece get pin cheap fix annoy subtract star, 0.7816, 5]]"
B00YP1NP52,[0.5971],[3],"[[try, size, earpiece, stay, run, device, isnt, flush, earit, stick, make, stabilize, ear, dont, recommend, sound, quality, good, instruction, simple]]","[[try size earpiece stay run device isnt flush earit stick make stabilize ear dont recommend sound quality good instruction simple, 0.5971, 3]]"
B00YT13T3Q,"[0.8176, -0.2263, -0.4767, -0.4574]","[5, 1, 1, 1]","[[amaze, love], [buy, phone, matter, good, review, say, dont, take, chance, freeze, apps, run, swipe, unlock, screen, get, pay, good, dont, spend, alot, time, effort, phone, stand, freeze, minute, time, get, point, restart, pain], [stop, scan, wifi, wifi, work, doesnt], [phone, trash, use, real, samsung, device, know, fake, junk, camera, give]]","[[amaze love, 0.8176, 5], [buy phone matter good review say dont take chance freeze apps run swipe unlock screen get pay good dont spend alot time effort phone stand freeze minute time get point restart pain, -0.2263, 1], [stop scan wifi wifi work doesnt, -0.4767, 1], [phone trash use real samsung device know fake junk camera give, -0.4574, 1]]"
B00Z5OAMS6,"[0.5719, 0.4728, 0.9612, 0.8702, 0.3919, 0.6618, 0.6249, -0.1027, 0.9435, 0.5719, 0.5719, 0.0, 0.8479]","[5, 4, 5, 2, 4, 5, 5, 4, 5, 5, 5, 5, 5]","[[thing, wish, option, screen, protector, adhesive, ruin, shield, screen], [protects, table, make, fit, glove], [perfect], [purchase, super, easy, install, keep, dust, particle, tablet, edge, make, grip, hold, get, order, boyfriend, like], [product, protects, tablet, ship], [size, ipad, mini, way, cheaper], [defective, model, case, tablet, line, rubber, notch, tablet, rubber, button, volume, tight, tablet, button, press, find, push, case, way, spot, rubber, isnt, enclose, tablet, work, way, suppose, tobr, br, otherwise, case, sturdy, nice, feel, hand], [excellent], [awesome, case, lasting], [nice, look, bulky, protectivity], [galaxy, tab, fix, perfect], [case, otterbox, pricetag, downside, others, comment, fix, built, screen, protector, nutshell, suck, take, case, apart, screen, protector, hold, use, goo, gone, remove, leftover, adhesive, frame, screen, protector, choice, tablet, put, case, recommend, get, temper, glass, screen, protector, film, comparison, hope, help, tablet, work], [add, protection, bit, bulk, unit, touchscreen, material, cutout, match, tab, extra, slot, work]]","[[thing wish option screen protector adhesive ruin shield screen, 0.5719, 5], [protects table make fit glove, 0.4728, 4], [perfect, 0.9612, 5], [purchase super easy install keep dust particle tablet edge make grip hold get order boyfriend like, 0.8702, 2], [product protects tablet ship, 0.3919, 4], [size ipad mini way cheaper, 0.6618, 5], [defective model case tablet line rubber notch tablet rubber button volume tight tablet button press find push case way spot rubber isnt enclose tablet work way suppose tobr br otherwise case sturdy nice feel hand, 0.6249, 5], [excellent, -0.1027, 4], [awesome case lasting, 0.9435, 5], [nice look bulky protectivity, 0.5719, 5], [galaxy tab fix perfect, 0.5719, 5], [case otterbox pricetag downside others comment fix built screen protector nutshell suck take case apart screen protector hold use goo gone remove leftover adhesive frame screen protector choice tablet put case recommend get temper glass screen protector film comparison hope help tablet work, 0.0, 5], [add protection bit bulk unit touchscreen material cutout match tab extra slot work, 0.8479, 5]]"
B00Z8ZTVKW,[0.128],[2],"[[photo, stuff, cause, turtlesbut, kinda, disapointed, come, n, rubber, sopposed, ton, ruin, phone]]","[[photo stuff cause turtlesbut kinda disapointed come n rubber sopposed ton ruin phone, 0.128, 2]]"
B00ZANEWWE,[0.8834],[5],"[[case, nice, bulky, protects, camera]]","[[case nice bulky protects camera, 0.8834, 5]]"
B00ZF4723E,[0.0],[5],"[[fit, husband, galaxy]]","[[fit husband galaxy, 0.0, 5]]"
B00ZR4XM7W,[0.2023],[5],[[quality]],"[[quality, 0.2023, 5]]"
B00ZZHK23S,[-0.7966],[1],"[[case, doesnt, fit, iphone, elephant, cheap, sticker, get, worn, phone, day, image, blurry, disappoint]]","[[case doesnt fit iphone elephant cheap sticker get worn phone day image blurry disappoint, -0.7966, 1]]"
B00ZZTVMP8,[0.6597],[5],"[[make, fit, jbl, charge, glove]]","[[make fit jbl charge glove, 0.6597, 5]]"
B0109ZKD9S,[0.8937],[2],"[[thing, say, product, fit, smooth, touch, sensitivity, thinner, validate, durability, take, phone, sunlight, screen, offer, tint, hue, alters, clarity, phone, screen, think, deal, blue, hue, consistent, color, match, c, series, see, screen, sunlight, end, remove, trashing, dont, hate, productbut, dont, anymore]]","[[thing say product fit smooth touch sensitivity thinner validate durability take phone sunlight screen offer tint hue alters clarity phone screen think deal blue hue consistent color match c series see screen sunlight end remove trashing dont hate productbut dont anymore, 0.8937, 2]]"
B010BXVW20,[0.0],[5],[[fit]],"[[fit, 0.0, 5]]"
B010EVJE42,[0.5563],[5],[[fun]],"[[fun, 0.5563, 5]]"
B01133BVIM,[-0.1027],[3],"[[place, rest, pen, case, protects, phone]]","[[place rest pen case protects phone, -0.1027, 3]]"
B0113KUX3E,[0.1999],[2],"[[return, itembr, wart, product, fit, phonebr, im, gonna, ask, replacement, product, see, nd, samebr, hope]]","[[return itembr wart product fit phonebr im gonna ask replacement product see nd samebr hope, 0.1999, 2]]"
B011AR84IG,[-0.2755],[1],"[[case, fit, lg, volt]]","[[case fit lg volt, -0.2755, 1]]"
B012FUWP78,[0.2732],[4],[[work]],"[[work, 0.2732, 4]]"
B0130SJRS4,[0.6997],[5],"[[thick, clear, glass, protection, fit, galaxy, note, ]]","[[thick clear glass protection fit galaxy note , 0.6997, 5]]"
B013BGHYK8,[0.8519],[5],"[[quality, shipping, fast]]","[[quality shipping fast, 0.8519, 5]]"
B013GDEJUY,[0.8858],[4],"[[phone, look, nice, buy, son, look, iphone, reason, buy, lte, mhz, band, tmobile, test, road, youtube, work, buffering, phone, dont, think, ask, home, botton, doesnt, light, battery, power, average, return, mine, ear, phone, jack, wasnt, work, phone]]","[[phone look nice buy son look iphone reason buy lte mhz band tmobile test road youtube work buffering phone dont think ask home botton doesnt light battery power average return mine ear phone jack wasnt work phone, 0.8858, 4]]"
B013LJ7FFO,[0.7269],[5],[[amaze]],"[[amaze, 0.7269, 5]]"
